taxpayerid,countrycode,year,timeperiod,logprivatecredit,inflation,logtrade,logschooling,growthingini,growthgdppercapita,loginitialgini,span,loginitialgdppercapita,growthlowestincomeshare,loginitiallowestincomeshare
035-13-3344,ESP,1980,3,-0.340798497,11.77213955,3.620820999,1.760957003,-0.0123163,0.0046551,3.288028955,5,9.350207329,0.032041501,2.107789993
035-13-3344,ESP,1985,4,-0.367905408,7.59618187,3.605587006,1.760957003,0.050835501,0.041369401,3.226447105,5,9.373482704,-0.0494592,2.267990112
035-13-3344,ESP,1990,5,-0.279345304,5.406318188,3.671756983,1.862838984,-0.057376798,0.0117571,3.48062396,6,9.580329895,0.0499545,2.020699978
035-13-3344,ESP,1996,6,-0.180226907,3.098341942,3.998016119,1.985131025,0.083224699,0.035783999,3.136363983,5,9.650872231,-0.048196699,2.32043004
003-28-8852,ETH,1981,1,-1.877460957,7.17284584,3.237292051,1.79769313486232e+308,0.0150074,-0.0130865,3.478775978,14,6.452606201,-0.0133575,2.147099972
003-28-8852,ETH,1995,2,-1.530182958,5.62275219,3.697268009,1.79769313486232e+308,-0.0595465,0.0367167,3.688879013,5,6.269394875,0.049635898,1.960100055
151-55-2424,FIN,1962,1,-0.960754871,6.363131046,3.780237913,1.745365977,-0.059200499,0.039888501,3.828640938,9,9.004574776,0.149071902,0.875469983
151-55-2424,FIN,1971,2,-0.90039289,12.59449005,3.939182043,1.895668983,0.020041499,0.0251083,3.295836926,6,9.363571167,-0.050032198,2.217119932
151-55-2424,FIN,1977,3,-0.829227328,9.121608734,4.076413155,1.968929052,0.0065262,0.034639001,3.416085958,5,9.514221191,-0.0090241,1.916919947
151-55-2424,FIN,1982,4,-0.603334427,6.577163219,4.023131847,2.053996086,-0.0366816,0.027128801,3.448717117,5,9.687416077,0.0385051,1.871799946
151-55-2424,FIN,1987,5,-0.250230193,4.184707165,3.979934931,2.238579988,-0.0162268,0.0022463,3.265309095,8,9.823060036,0.036474701,2.064330101
151-55-2424,FIN,1995,6,-0.593111813,2.173243999,4.234886169,2.267371893,0.0059962,0.047215499,3.135493994,5,9.841030121,-0.0569948,2.356129885
157-11-0021,FJI,1968,1,-1.893062949,11.25424957,4.580850124,1.702381968,-0.008793,0.038050801,3.828640938,9,8.033712387,0.0271444,1.386289954
143-88-0101,FRA,1962,1,-1.316650033,4.210419178,3.30714798,1.720978975,-0.0285195,0.044980999,3.912023067,8,9.060438156,0.079884999,0.641849995
143-88-0101,FRA,1970,2,-1.004796028,8.707302094,3.543798923,1.736598969,0.0154666,0.025127999,3.683866978,5,9.420286179,0.135832205,1.280930042
143-88-0101,FRA,1975,3,-0.593648612,10.73929977,3.716736078,1.798570037,-0.072209701,0.0254132,3.761199951,6,9.545926094,0.037659399,1.960100055
143-88-0101,FRA,1981,4,-0.303874314,6.569215775,3.79972291,1.937013984,0.0199291,0.022591401,3.327941895,8,9.698405266,-0.0264963,2.186049938
143-88-0101,FRA,1989,5,-0.100318097,2.16357708,3.769932032,1.938886046,-0.0024616,0.003075,3.487375021,5,9.879136086,0.0195664,1.974079967
143-88-0101,FRA,1994,6,-0.1695095,0.948471308,3.845419884,2.004718065,-0.019495901,0.0187428,3.4750669,5,9.894511223,0.0250623,2.071909904
425-65-0246,GAB,1960,1,-1.858991981,11.09704018,4.630993843,1.79769313486232e+308,-0.0051187,0.062710002,4.158883095,15,8.015266418,0.042790301,0.693149984
042-52-6987,GBR,1961,1,-1.672083974,4.557208061,3.632514954,1.995380044,0,0.0234125,3.230803967,5,9.188667297,-0.0006427,2.235379934
042-52-6987,GBR,1966,2,-1.622405052,5.571755886,3.720714092,2.036011934,0.0031373,0.021201501,3.230803967,5,9.305729866,0.0112647,2.232160091
042-52-6987,GBR,1971,3,-1.273278952,13.60624027,3.92414999,2.083806992,-0.0204677,0.020752,3.246490955,5,9.411737442,0.0129584,2.288490057
042-52-6987,GBR,1976,4,-1.333269,14.25055981,4.004376888,2.112997055,0.0181193,0.0069405,3.144151926,5,9.515497208,-0.0309886,2.353280067
042-52-6987,GBR,1981,5,-0.883147776,6.287518978,3.971883059,2.141947031,0.0180574,0.0305479,3.234749079,5,9.550200462,-0.0137827,2.198339939
042-52-6987,GBR,1986,6,-0.063200302,6.093238831,3.922224998,2.171222925,0.0306245,0.018399,3.325036049,5,9.702939034,-0.019204799,2.129420042
042-52-6987,GBR,1991,7,0.099419199,3.456176996,3.970251083,2.207065105,-0.0056342,0.022372101,3.478157997,5,9.794934273,0.0044014,2.033400059
042-52-6987,GBR,1996,8,0.1798186,2.460777044,4.042025089,2.242835045,0.0176138,0.0254835,3.449987888,5,9.906794548,-0.0070365,2.055409908
425-91-5284,GHA,1987,1,-3.281260967,27.20944977,3.770418882,1.286749959,-0.0083766,0.0141034,3.56529808,5,7.031040192,0.0250495,1.941619992
425-91-5284,GHA,1992,2,-3.029908895,29.22957039,4.147657871,1.322821975,-0.007208,-2.37E-05,3.523415089,5,7.101556778,0.0122738,2.066859961
429-14-5567,GMB,1992,1,-2.268249989,4.182559013,4.75145483,0.666803181,0.0081649,-0.020550299,3.867026091,6,7.074917793,-0.015884999,1.481609941
450-51-2456,GRC,1974,1,-1.240375042,17.61009979,3.767143011,1.776815057,-0.0076041,0.021417599,3.558485985,7,9.201918602,0.0082399,1.856299996
450-51-2456,GRC,1981,2,-0.947306514,20.14962006,3.877996922,1.983206034,0.0079293,0.0018899,3.505256891,7,9.351841927,-0.013006,1.913980007
450-51-2456,GRC,1988,3,-1.117226958,16.81410027,3.804353952,2.079066992,-0.0152899,0.005019,3.560761929,5,9.365071297,0.038393602,1.822939992
450-51-2456,GRC,1993,4,-1.141255021,9.1369524,3.785329103,2.118901968,0.018167701,0.025724599,3.484312057,5,9.390166283,-0.044628698,2.014899969
479-37-1324,GTM,1979,1,-1.811864972,12.33819008,3.564481974,1.002100945,0.0198135,-0.0148268,3.906407118,8,8.271986961,-0.093401797,1.740470052
479-37-1324,GTM,1987,2,-1.908146024,14.54039001,3.737519026,1.11185801,-0.016668299,0.0083642,4.064916134,11,8.153372765,0.040166602,0.993250012
485-24-1855,GUY,1993,1,-0.878762722,9.219122887,5.381298065,1.792258978,0.015726799,0.078605898,3.694364071,6,7.72069788,-0.0552832,1.835780025
488-54-1254,HKG,1971,1,1.79769313486232e+308,9.173556328,5.119481087,1.910874963,0,0.0572512,3.711129904,5,8.850720406,-0.0145519,1.740470052
488-54-1254,HKG,1976,2,1.79769313486232e+308,10.43021011,5.159407139,2.072669029,0.0199049,0.074397497,3.711129904,5,9.136976242,-0.0274624,1.667709947
488-54-1254,HKG,1981,3,1.79769313486232e+308,7.193241119,5.277869225,2.127160072,-0.0145969,0.041159801,3.810653925,5,9.508963585,0.062348198,1.530400038
488-54-1254,HKG,1986,4,0.357791513,8.849370003,5.501716137,2.214082003,0.0137986,0.055714801,3.737669945,5,9.714762688,-0.0509887,1.842139959
488-54-1254,HKG,1991,5,0.320023,7.094165802,5.616261959,2.228399992,0.026595101,0.034455501,3.806663036,5,9.993336678,-0.055771898,1.587190032
490-23-8732,HND,1968,1,-1.308912039,6.192964077,4.17401123,0.798407614,-0.0066086,0.0093967,4.125196934,18,7.54749012,0.038508199,0.469999999
490-23-8732,HND,1986,2,-1.159451008,11.25446987,4.111244202,1.436274052,-0.018843699,-0.008373,4.006241798,5,7.716630936,0.025147701,1.163149953
490-23-8732,HND,1991,3,-1.407801986,20.90534019,4.392039776,1.504299998,0.0143525,-0.003419,3.912023067,5,7.674766064,-0.0124354,1.288890004
499-99-9191,HUN,1972,1,1.79769313486232e+308,2.008524895,4.389742851,2.079690933,-0.0113698,0.046947699,3.126760006,5,8.713916779,0.0175873,2.292540073
499-99-9191,HUN,1977,2,1.79769313486232e+308,4.804348946,4.410260201,2.204421043,-0.0053638,0.0254719,3.069911957,5,8.948655128,0.008512,2.380470037
499-99-9191,HUN,1982,3,-1.521885991,5.817412853,4.365054131,2.189415932,0.0282383,0.021598799,3.043092966,5,9.076015472,-0.0143312,2.4230299
499-99-9191,HUN,1987,4,-0.922952116,21.24019051,4.198843956,2.189527988,-0.0103933,-0.024401,3.184283972,6,9.184008598,0.0012095,2.35138011
499-99-9191,HUN,1993,5,-1.446637988,19.96899986,4.510268211,2.17770195,0.021776,0.0238012,3.121923923,5,9.037602425,-0.016949801,2.358629942
500-01-4545,IDN,1964,1,1.79769313486232e+308,290.8382874,3.207659006,0.604315996,-0.0135491,0.0268881,3.50555706,6,6.83021307,0.0156822,1.994879961
500-01-4545,IDN,1970,2,1.79769313486232e+308,19.92115974,3.667732954,1.053266048,0.019931801,0.050283,3.424263,6,6.991540909,-0.0015892,2.088979959
500-01-4545,IDN,1976,3,-2.428189993,18.86212921,3.889368057,1.299373984,-0.0050932,0.063596502,3.543853998,5,7.293239117,-0.0071254,2.079440117
500-01-4545,IDN,1981,4,-1.954942942,8.346663475,3.862976074,1.386543989,-0.0087232,0.029537899,3.518388033,6,7.61122179,0.0057294,2.043809891
500-01-4545,IDN,1987,5,-1.088235021,9.853199959,3.880755901,1.388043046,-0.0016745,0.054164201,3.466048002,6,7.788448811,0.0138051,2.078190088
500-01-4545,IDN,1993,6,-0.745291591,19.60244942,4.103228092,1.514688015,-0.0009494,0.0092403,3.456001043,6,8.113434792,0.0052915,2.161020041
502-66-7373,IND,1959,1,-2.411273003,1.79769313486232e+308,1.79769313486232e+308,0.521171927,-0.033108301,0.035122201,3.601140022,5,6.693645954,0.026706301,2.04121995
502-66-7373,IND,1964,2,-2.337296009,7.115522861,2.278069973,0.659590423,0.0026872,0.022491699,3.435599089,5,6.869256973,-0.0045979,2.17475009
502-66-7373,IND,1969,3,-1.982620001,7.304914951,2.323818922,0.817574799,0.0026333,0.0073165,3.449034929,8,6.981716156,-0.001462,2.151760101
502-66-7373,IND,1977,4,-1.568387032,8.896036148,2.674410105,1.186012983,-0.0034052,0.0210234,3.470101118,6,7.040246964,0.0019494,2.140069962
502-66-7373,IND,1983,5,-1.398311973,7.963013172,2.599298,1.290884018,-0.0021712,0.037280399,3.449670076,5,7.166388035,0.0090925,2.151760101
502-66-7373,IND,1988,6,-1.442919016,9.888496399,2.821857929,1.411718011,0.0023616,0.025804,3.438813925,5,7.352789879,-0.0022346,2.197230101
502-66-7373,IND,1993,7,-1.489706993,7.659827232,3.120007992,1.509174943,0.022149401,0.051197901,3.450622082,6,7.481810093,-0.0250066,2.186049938
504-52-0835,IRL,1973,1,-0.76092118,14.33648014,4.574677944,1.959390044,-0.0116903,0.030534999,3.655580997,7,8.992832184,0.0029456,1.568619967
504-52-0835,IRL,1980,2,-0.518216193,9.793872833,4.656352997,2.009287119,-0.0042708,0.0185322,3.573749065,7,9.206577301,0.000872,1.589239955
504-52-0835,IRL,1987,3,-0.463033289,2.71500802,4.743506908,2.172363043,0.0084176,0.046948198,3.543853998,7,9.336302757,0.050692499,1.595340014
504-52-0835,IRL,1994,4,-0.287445813,3.510413885,4.998054981,2.20618391,-0.0305578,0.083667599,3.602777004,5,9.66493988,0.025851,1.950189948
505-87-3862,IRN,1969,1,-1.206498981,16.26259995,3.811175108,0.474369109,0.0016042,-0.0039824,3.734807968,15,8.404086113,-0.0028915,1.656870008
505-87-3862,IRN,1984,2,-1.313132048,21.4865303,3.426132917,1.215803027,0.0018084,0.0196518,3.758872032,14,8.344350815,0.0011246,1.613499999
509-33-9572,ISR,1992,1,-0.504723072,11.40270042,4.333010197,2.246543884,0.0134418,0.027286099,3.570377111,5,9.575890541,-0.0241103,1.935379982
510-01-0345,ITA,1974,1,-0.433616787,17.10535049,3.795312881,1.732009053,-0.019506499,0.0246334,3.713572025,5,9.4734869,0.064757399,1.629240036
510-01-0345,ITA,1979,2,-0.676369786,16.67884064,3.828171968,1.774103999,-0.0229994,0.0156588,3.616039991,5,9.596653938,0.0302213,1.95302999
510-01-0345,ITA,1984,3,-0.711921394,7.954331875,3.704269886,1.818076968,-0.002489,0.034613598,3.501043081,5,9.674947739,0.0036255,2.10413003
510-01-0345,ITA,1989,4,-0.568166375,5.605711937,3.723181009,1.869645953,0.0167436,0.0116663,3.488598108,6,9.848015785,-0.049618699,2.122260094
510-01-0345,ITA,1995,5,-0.511362791,3.19492507,3.909780025,1.923810959,0,0.0141487,3.589059114,5,9.918013573,-0.0032521,1.824550033
510-55-0574,JAM,1958,1,-1.723688006,4.646121979,4.3095541,0.932164073,-0.021117199,0.035755601,3.994708061,13,7.824058056,0.0103699,1.547559977
510-55-0574,JAM,1971,2,-1.32643497,17.34992981,4.471903801,1.322556019,0.0026312,-0.0041108,3.720184088,17,8.288880348,0.0003457,1.682369947
510-55-0574,JAM,1988,3,-1.281468034,33.61923981,4.633893013,1.556880951,-0.0258871,0.002433,3.764914036,5,8.218997002,0.0463221,1.688249946
510-55-0574,JAM,1993,4,-1.451815963,23.43219948,4.609744072,1.613230944,0.076900199,0.0002432,3.635478973,5,8.231162071,-0.030683599,1.919860005
512-12-1755,JOR,1980,1,-0.601170719,4.509266853,4.76543808,1.453953028,-0.020583,0.020885499,3.70868206,6,8.306857109,0.037649699,1.757859945
512-12-1755,JOR,1986,2,-0.401677996,6.878610134,4.789103985,1.782719016,0.0240121,-0.066553302,3.585184097,5,8.432169914,-0.023316,1.983759999
512-12-1755,JOR,1991,3,-0.402027488,3.788526058,4.855524063,1.867331028,-0.0183545,0.0268049,3.705245018,6,8.099403381,0.025949201,1.86717999
514-77-7836,JPN,1962,1,-0.301316887,5.201239109,2.96103406,2.02643609,-0.0116215,0.0831163,3.616308928,5,8.611284256,0.016676299,1.749199986
514-77-7836,JPN,1967,2,-0.092665002,5.334568977,2.970263004,2.008750916,-0.009929,0.0843523,3.558201075,5,9.026865959,0.0084586,1.83257997
514-77-7836,JPN,1972,3,0.214944407,10.17572021,3.168569088,2.051171064,0.0017884,0.019598801,3.508555889,5,9.448627472,-0.0055991,1.874869943
514-77-7836,JPN,1977,4,0.243249699,4.352407932,3.242427111,2.140772104,0.0064239,0.030603001,3.517498016,5,9.546621323,-0.0143853,1.846879959
514-77-7836,JPN,1982,5,0.424165487,1.87935698,3.109164,2.168025017,0.0110552,0.036955599,3.549617052,7,9.699636459,0.0080267,1.774950027
514-77-7836,JPN,1989,6,0.657064974,1.650691986,2.880592108,2.193217039,-0.0699718,0.017271001,3.627003908,5,9.958325386,0.080561198,1.831140041
516-88-1104,KEN,1992,1,-1.134857059,21.04273033,4.132731915,1.388291955,-0.0401382,0.0030415,3.996180058,5,7.148738861,0.100387298,1.220829964
516-77-2204,KOR,1961,1,1.79769313486232e+308,10.20495033,3.302534103,1.683989048,-0.041527901,0.052914798,3.465735912,5,7.340971947,0.0309714,2.042370081
516-77-2204,KOR,1966,2,-0.893558502,15.55745983,3.586813927,1.590867043,0.065140098,0.072983399,3.25809598,5,7.605545998,-0.044628698,2.197230101
516-77-2204,KOR,1971,3,-0.913659513,21.90479088,4.018191814,1.887220979,0.0164651,0.065823101,3.583796978,5,7.970462799,-0.046723001,1.974079967
516-77-2204,KOR,1976,4,-0.795331419,19.08579063,4.183913231,2.067874908,-0.015162,0.046385098,3.66612196,6,8.299578667,0.033285599,1.740470052
516-77-2204,KOR,1982,5,-0.390128106,6.05951786,4.202101231,2.16079092,-0.0099058,0.082480803,3.575150967,6,8.577889442,0.0099914,1.940179944
