name,taxpayer_id,countrycode,year,loginitialgini,growthingini,span,loginitialgdppercapita,growthgdppercapita,privcreavg,logprivatecredit,inflation,logtrade,gr_ltrade,gr_school,logschooling,logcommercialcentralbank,loginitiallowestincomeshare,growthinlowestincomeshare
John E. Drummond,130-50-3276,CIV,1985,3.71868109703064,0.00573530001565814,13,7.39505910873413,0.00532509991899133,0.276952385902405,-1.28390896320343,4.7839241027832,4.19512701034546,-0.00681329984217882,1.79769313486232e+308,1.79769313486232e+308,-0.115452200174332,1.73871004581451,-0.0026124999858439
Connie C. Decker,124-92-8794,CMR,1983,3.89181995391846,-0.00572750018909574,18,7.42656183242798,0.00552569981664419,0.184088304638863,-1.69234001636505,4.35768985748291,3.84110188484192,0.00120599998626858,1.20859694480896,0.999528288841248,-0.161880403757095,1.33722698688507,0.0214188992977142
Reginald A. McCann,483-44-0218,COL,1964,4.12713384628296,-0.00214140000753105,36,7.7871527671814,0.019141299650073,0.236641094088554,-1.44121098518372,20.4733009338379,3.42249488830566,0.0179472006857395,1.63068902492523,1.09694397449493,-0.237319797277451,0.78845739364624,0.00264750001952052
Linda D. Turner,483-66-1739,CRI,1961,3.91202306747436,5.12000005983282e-05,39,8.12722206115723,0.0131048001348972,0.205433905124664,-1.58263099193573,17.4235305786133,4.27910089492798,0.0144344996660948,1.7607090473175,1.37143397331238,-0.323843389749527,1.82454895973206,-0.013515000231564
Henry M. Dodson,027-32-2155,DNK,1963,3.61091804504394,0.00134980003349483,39,9.13816261291504,0.0241454001516104,0.37421241402626,-0.982931613922119,6.02372598648071,4.17230796813965,0.0096696000546217,2.20941209793091,2.17133688926697,-0.152817904949188,1.60943794250488,0.00551570020616055
Kelly P. Lowry,002-77-0831,DOM,1976,3.80666303634644,0.00274379993788898,22,7.28295278549194,0.0291852001100779,0.199890002608299,-1.60998797416687,16.4476795196533,4.12069416046143,0.0337199009954929,1.47805297374725,1.32228899002075,-0.300765097141266,1.52177405357361,0.00193939998280257
Robert K. Payne,040-56-8709,ECU,1968,3.63758611679077,0.0121176997199655,32,7.527991771698,0.0148390997201204,0.1999921053648,-1.60947704315186,4.45135498046875,3.97002410888672,0.0171262994408607,1.81826102733612,1.26214694976807,-0.357102811336517,1.8405499458313,-0.0230816006660461
Kathleen F. Reyes,040-22-9123,EGY,1965,3.68887901306152,-0.00161629996728152,35,7.25462818145752,0.0258188005536795,0.258149802684784,-1.35421502590179,9.67414093017578,3.90653204917908,-0.000573500001337379,1.69478702545166,0.437609612941742,-0.489550709724426,1.73490500450134,0.00252439989708364
Tommy K. Cohen,035-13-3344,ESP,1965,3.46542310714722,-0.000849600008223206,37,8.40946292877197,0.0325924009084702,0.757861793041229,-0.277254313230515,8.91774082183838,3.58769011497498,0.026409799233079,1.94933605194092,1.32441902160645,-0.129177704453468,1.96711194515228,-0.000805700023192912
Irving Q. Berlin,003-28-8852,ETH,1981,3.47877597808838,-0.00461200019344687,19,6.21392488479614,0.005691799800843,0.155510097742081,-1.86104500293732,6.39172506332398,3.38153910636902,0.0261543001979589,1.79769313486232e+308,1.79769313486232e+308,-0.609793186187744,2.14709997177124,0.0032196999527514
Samuel A. Swartz,151-55-2424,FIN,1962,3.82864093780518,-0.0142938997596502,41,8.76384830474854,0.0302715003490448,0.521367609500885,-0.651299893856049,6.34583616256714,4.0243239402771,0.0133991995826364,2.25545406341553,1.74536597728729,-0.023862399160862,0.875468790531158,0.034807700663805
Isaac E Asimove,143-88-0101,FRA,1962,3.91202306747436,-0.0154047003015876,40,8.8794002532959,0.0262751001864672,0.587799489498138,-0.53136932849884,5.30316495895386,3.71784710884094,0.0194336995482445,2.01552796363831,1.72097897529602,-0.030748900026083,0.641853928565979,0.0393816009163856
Jane H Doe,042-52-6987,GBR,1961,3.23080396652222,0.00772720016539097,42,9.10028076171875,0.0215955004096031,0.61400181055069,-0.487757503986359,6.98973178863525,3.93677091598511,0.00915569998323917,2.19032502174377,1.99538004398346,-0.133631601929665,2.23537588119507,-0.007237299811095
T. A. Kreskin,425-91-5284,GHA,1987,3.56529808044434,0.0117440996691585,12,6.87608909606934,0.00618349993601441,0.0529301017522812,-2.93878293037415,27.5767498016357,4.06415605545044,0.0485458001494408,1.25015103816986,1.286749958992,-0.948315620422363,1.941614985466,-0.0182374007999897
Sally R. Carpenter,450-51-2456,GRC,1974,3.55848598480225,-0.00308960000984371,27,8.2774076461792,0.0313882008194923,0.282149106264114,-1.26531994342804,14.8194799423218,3.83402800559998,0.0117984004318714,2.09371495246887,1.77681505680084,-0.259816288948059,1.85629796981812,0.00331899989396334
Sharon B. Good,479-37-1324,GTM,1979,3.90640711784363,0.00879039987921715,21,7.72124910354614,0.0131219001486897,0.140722200274467,-1.96096694469452,13.1546096801758,3.6879448890686,0.00192389998119324,1.20160901546478,1.00210094451904,-0.247555702924728,1.7404659986496,-0.0432169996201992
Alias S. Jones,488-54-1254,HKG,1971,3.71112990379334,0.00914029963314533,25,8.03597545623779,0.0591567009687424,1.37715899944305,0.320023000240326,8.65048217773438,5.35659217834473,0.0184572003781796,2.15196490287781,1.9108749628067,1.79769313486232e+308,1.7404659986496,-0.0172853004187346
Cynthia B. Knight,490-23-8732,HND,1968,4.12519693374634,-0.00186710001435131,31,7.46471214294434,0.00370200001634657,0.248651802539825,-1.39170205593109,10.1923503875732,4.25606679916382,0.0145816002041101,1.54202699661255,0.79840761423111,-0.246244296431541,0.470003604888916,0.0119722997769713
Henry T. King,499-99-9191,HUN,1972,3.12676000595093,0.00526339979842305,30,8.58890247344971,0.0228400994092226,0.290216386318207,-1.2371289730072,11.0318899154663,4.47493076324463,0.0218035001307726,2.14169502258301,2.07969093322754,-0.786041676998138,2.29253506660461,-0.0021768999285996
Elizabeth B. Queen,500-01-4545,IDN,1964,3.5055570602417,0.000624699983745813,38,6.84169721603394,0.0336312986910343,0.297771006822586,-1.21143102645874,58.9902114868164,3.84958696365356,0.0449443012475967,1.59030103683472,0.604315996170044,-0.144651904702187,1.99488294124603,0.00350919994525611
Mary Q. Scot,502-66-7373,IND,1960,3.48400497436523,0.00160860002506524,39,6.6927661895752,0.0267373993992805,0.180444300174713,-1.71233296394348,8.24947834014893,2.68619608879089,0.031470101326704,1.60256004333496,0.659590423107147,-0.402814388275146,2.1282320022583,0.00288240006193519
Ridley M. Thistle,504-52-0835,IRL,1973,3.65558099746704,-0.010419299826026,28,8.44367980957031,0.0414334982633591,0.545910716056824,-0.605299770832062,7.8516960144043,4.77782392501831,0.0300932005047798,2.16550493240356,1.95939004421234,-0.0318034999072552,1.5686160326004,0.0182438008487225
Lazar I. Wolfe,505-87-3862,IRN,1969,3.73480796813965,0.00170280004385859,29,7.64537620544434,0.0243525002151728,0.26758399605751,-1.31832194328308,19.7848300933838,3.62396693229675,-0.0234792996197939,1.52053594589233,0.791181027889252,-0.612239718437195,1.65686905384064,-0.00095269997837022
Janis C. Joplin,510-01-0345,ITA,1974,3.71357202529907,-0.00742910010740161,28,8.69228076934814,0.0299497004598379,0.608273506164551,-0.497130692005158,9.50412845611572,3.80434799194336,0.00665829982608557,1.90944194793701,1.73200905323029,-0.121210902929306,1.69369804859161,0.00900760013610125
Phoebe O. Prial,510-55-0574,JAM,1971,3.7201840877533,-0.00230800011195242,29,7.82405805587768,0.00928630027920008,0.240555197000504,-1.42480599880218,20.3810691833496,4.53173112869263,0.00882400013506412,1.61471605300903,1.32255601882935,-0.258963406085968,1.68237197399139,0.00757709983736277
Patricia F. Wells,512-12-1755,JOR,1980,3.7086820602417,-0.00356619991362095,17,7.55461883544922,0.0180926993489265,0.587767481803894,-0.531423687934876,5.23297214508057,4.81264400482178,-0.00153150002006441,1.78180396556854,1.45395302772522,-0.156836599111557,1.75785803794861,0.00706209987401962
Anthony F. Bourdain,514-77-7836,JPN,1962,3.61630892753601,-0.00426949979737401,36,8.22363758087158,0.0466145016252995,1.33269703388214,0.287204593420029,4.007493019104,3.05779600143433,7.20000025467016e-05,2.16169595718384,2.00875091552734,-0.035649199038744,1.74919998645782,0.00824400037527084
R 2. D2,516-77-2204,KOR,1961,3.465735912323,0.00385070010088384,37,7.3386812210083,0.0541898012161255,0.708469092845917,-0.34464880824089,12.7458095550537,4.03672504425049,0.036005400121212,2.3089599609375,1.5908670425415,-0.16349570453167,2.04236793518066,-0.0129169998690486
Diane D. Owens,522-31-5925,LKA,1963,3.85014700889587,-5.4600001021754e-05,39,7.14172506332398,0.0227627996355295,0.158473700284958,-1.84216701984406,10.0079298019409,4.23643779754639,0.00128610001411289,1.88865900039673,1.40315103530884,-0.479851692914963,1.4929039478302,0.00194129999727011
Rudy B. Valles,524-06-0811,LSO,1986,4.02570915222168,0.00527969980612397,13,6.54855823516846,0.0200554002076387,0.133989602327347,-2.00999307632446,11.7474403381348,4.92714786529541,-0.00755809992551804,1.33749294281006,1.36736595630646,-0.303182303905487,1.05431199073792,-0.0237208008766174
John M. Carter,527-02-0265,LUX,1985,3.30055499076843,-0.00122780003584921,16,9.33825969696045,0.0317539013922214,0.851892471313476,-0.160294994711876,2.67245101928711,5.40004301071167,0.0156458001583815,1.79769313486232e+308,1.79769313486232e+308,-0.00597829977050424,2.16905403137207,0.00834569986909628
Ruth S. Bittman,529-12-3101,MDG,1960,3.97029209136963,-0.00272360001690686,41,7.12251901626587,-0.00888989958912134,0.156361803412437,-1.85558199882507,13.0637502670288,3.71963000297546,0.0170568004250526,1.79769313486232e+308,1.79769313486232e+308,-0.41563269495964,1.36097705364227,0.00556730013340712
Thomas D. Hunter,540-20-2167,MEX,1963,4.01638317108154,-0.00211789994500577,39,8.24935245513916,0.0183370001614094,0.214226901531219,-1.54071998596191,28.3163108825684,3.47802400588989,0.0316766984760761,1.94932496547699,1.0647109746933,-0.154047399759293,1.2809339761734,0.00192049995530397
Darth E. Vader,680-16-1666,MUS,1980,3.82209801673889,-0.0191981997340918,11,8.35201930999756,0.024423299357295,0.220896601676941,-1.51006102561951,9.6030216217041,4.73375177383423,0.0214897003024816,1.56719100475311,1.65421998500824,-0.171582207083702,1.95586001873016,-0.00920229963958263
Molly O. Neil,507-81-2122,MYS,1970,3.91202306747436,-0.00417370023205876,29,7.54465818405151,0.0391738004982471,0.568323493003845,-0.565064489841461,4.18450593948364,4.82628297805786,0.0350565984845161,1.87002801895142,1.3599499464035,-0.0386678017675877,1.38629400730133,0.00573890004307032
June M. Schultz,155-55-5151,NER,1960,3.52636098861694,0.0113597000017762,35,7.39286088943482,-0.0193175002932549,0.127843901515007,-2.05694508552551,6.0517201423645,3.72786402702332,0.0189286004751921,-0.0328642018139362,-1.32050704956055,-0.176970198750496,2.05412411689758,-0.0330866985023022
Deborah C. Cadbury,134-62-9876,NGA,1985,3.65532302856445,0.0217243991792202,12,6.73956298828125,0.00532039999961853,0.10059429705143,-2.29665994644165,31.0473594665527,4.2041711807251,0.0886678025126457,1.79769313486232e+308,1.79769313486232e+308,-0.431658208370209,1.79508697986603,-0.026884600520134
Julia S. Powell,137-23-0925,NLD,1962,3.73766994476318,-0.0124947000294924,39,9.00577926635742,0.0255721006542444,0.875854074954987,-0.132555797696114,4.20843696594238,4.62238311767578,0.0106597002595663,2.1881411075592,1.71972596645355,-0.0117312995716929,1.38629400730133,0.0234945993870497
Lina C. Anderson,137-81-0944,NOR,1962,3.62487411499023,-0.00618219980970025,40,8.97780323028564,0.0285343993455172,0.811033427715302,-0.209446102380753,5.49151086807251,4.30294513702393,-0.00107160001061857,2.42322397232056,1.81058096885681,-0.0992712005972862,1.5993880033493,0.0035270000807941
Brandon M. Pelletier,139-11-7234,NPL,1977,3.97029209136963,-0.00666039995849132,19,6.65756416320801,0.0136395003646612,0.0736524015665054,-2.60839891433716,9.61898231506348,3.58665609359741,0.0424297004938126,0.705086529254913,-0.0943105965852737,-0.540454626083374,1.52605605125427,0.0100704999640584
Brynn B. Meads,111-11-1111,NZL,1973,3.40286302566528,0.00866900011897087,24,9.2109546661377,0.0146393999457359,0.437918305397034,-0.825722992420196,8.8387451171875,4.03779220581055,0.0065973000600934,2.3415060043335,2.42019009590149,-0.180284604430199,1.91692304611206,-0.00259530008770525
Maurice C. Lainez,111-22-2222,PAK,1964,3.61091804504394,-0.00552910007536411,32,6.60880994796753,0.0254638008773327,0.209276393055916,-1.56409895420074,8.87476253509522,3.47404909133911,0.0117236003279686,1.40788900852203,0.434376507997513,-0.421070903539658,1.87180197238922,0.0116940997540951
Towanda W. Roy,112-34-5678,PAN,1969,3.8712010383606,0.00599320000037551,31,7.66481781005859,0.0248972997069359,0.433765590190887,-0.835250914096832,4.72958993911743,5.07852411270142,-0.0136096002534032,2.0530309677124,1.86268401145935,-0.307166010141373,1.58923494815826,-0.0249636005610228
Louise P. Kent,113-82-5562,PER,1961,4.11087417602539,-0.00546030001714826,39,8.0404577255249,0.00930880010128021,0.147396698594093,-1.91462802886963,326.956298828125,3.51598906517029,-0.0012294000480324,1.99153304100037,1.20776605606079,-0.0412840992212296,1.38629400730133,-0.00162750005256385
Robin R. Jackson,115-41-7631,PHL,1961,3.90620589256287,-0.000108499996713363,39,7.52975797653198,0.0145025998353958,0.273907512426376,-1.29496502876282,11.2277603149414,4.04691219329834,0.0329129993915558,2.06273794174194,1.48726999759674,-0.196240901947022,1.43508398532867,0.00119280000217259
Fernanda L. Callihan,121-12-1212,PRT,1973,3.70327496528626,-0.00320210005156696,28,8.03430652618408,0.0384119004011154,0.69350278377533,-0.365999907255173,13.2973003387451,4.13912105560303,0.0109296003356576,1.73401701450348,1.01776397228241,-0.1070960983634,1.74919998645782,0.00702540017664432
David J. Abbott,122-23-7131,ROM,1989,3.15188097953796,0.0168351996690035,13,6.94552612304688,0.0369408987462521,0.081326499581337,-2.50928401947022,86.4198303222656,4.08957195281982,0.048249501734972,1.79769313486232e+308,1.79769313486232e+308,-0.270465403795242,2.30058288574219,-0.0119535997509956
Kristen P. Mendez,125-72-1999,SEN,1960,4.02535200119019,-0.0190519001334906,34,7.50524997711182,-0.00701329996809363,0.259909212589264,-1.34742295742035,6.1018590927124,4.16026401519775,0.0232280008494854,0.801881909370422,0.493476003408432,-0.132800698280334,1.09861195087433,0.0305768996477127
Louis M. Meyer,127-01-8236,SGP,1973,3.71357202529907,0.00351880001835525,22,7.67822408676148,0.0671240985393524,0.734644711017609,-0.308368414640427,4.16603899002075,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,-0.00482839997857809,1.69369804859161,-0.0200424995273352
Meyer S. Lansky,127-05-1635,SLE,1968,4.10742521286011,0.00222659995779395,21,6.97567319869995,0.00688860006630421,0.0537936985492706,-2.92260003089905,29.392240524292,3.86510491371155,-0.00927409995347261,0.635224521160126,-0.161343097686768,-0.592451810836792,1.01523101329803,-0.0451225005090237
Robert W. Welkos,129-25-5237,SLV,1965,3.97029209136963,0.000427999999374151,35,8.10702800750732,0.00691170012578368,0.257742494344711,-1.35579395294189,5.44474983215332,4.04630422592163,0.00672020018100738,1.61763799190521,0.77472722530365,-0.299083590507507,1.70474803447723,-0.0182868000119925
Chris J. Small,130-13-0277,SWE,1963,3.66356205940247,-0.0106940995901823,39,9.14478778839111,0.0215796008706093,0.882985293865204,-0.124446697533131,6.04988384246826,4.10322713851929,0.0171997994184494,2.37872099876404,2.07643699645996,-0.101714700460434,1.481605052948,0.0210507996380329
Josephine T. Whitaker,133-33-8181,THA,1962,3.72037792205811,0.000867200025822967,39,6.80995988845825,0.0473287999629974,0.62020868062973,-0.477699190378189,4.97986507415772,4.11303806304932,0.0361524000763893,1.83499705791473,1.33605301380157,-0.146320506930351,2.07944202423096,-0.00869170017540455
Emily G. Hall,134-71-0800,TTO,1971,3.93182611465454,0.000372000009519979,21,8.25797462463379,0.0265466999262571,0.309598088264465,-1.17247998714447,11.9437599182129,4.3727068901062,-0.00902529992163181,1.90005302429199,1.72597599029541,-0.0814933031797409,0.66268801689148,0.0348257012665272
Robin D. Miller,135-02-8769,TUN,1965,3.74478697776794,-0.00117199996020645,35,7.59702920913696,0.0313883982598782,0.592085897922516,-0.524103581905365,6.65950584411621,4.26643800735474,0.0288644004613161,1.61432301998138,-0.0661398023366928,-0.06944490224123,1.7404659986496,0.00146549998316914
Amelia W. Figueroa,135-35-6211,TUR,1968,4.02535200119019,-0.0106714004650712,32,7.98808193206787,0.0200309995561838,0.108539402484894,-2.22064208984375,48.8336296081543,3.32781505584717,0.058866698294878,1.63566100597382,0.958966970443726,-0.30311718583107,1.09861195087433,0.0221774000674486
Amanda W. Fountain,136-55-1266,TZA,1964,3.98898410797119,-0.0104379998520017,37,5.94419097900391,0.00666930014267564,0.0744471028447151,-2.59766697883606,19.9484996795654,3.88860106468201,-0.0182179007679224,0.934885382652283,0.986935615539551,-0.358261585235596,1.5686160326004,0.00980830006301403
Carl N. Sherrod,142-66-0709,UGA,1989,3.4965078830719,0.031955499202013,11,6.34591817855835,0.0119249001145363,0.0301598999649286,-3.50124311447144,24.8210391998291,3.43972396850586,0.0248351991176605,1.14907503128052,1.18448400497437,-0.742221117019653,2.14241600036621,-0.0431553982198238
Lilian D. Hollins,143-66-0604,URY,1989,3.74549603462219,0.00454480014741421,11,8.67694473266602,0.0117816003039479,0.303266912698746,-1.19314205646515,44.5372009277344,3.68270897865295,-0.0020236000418663,1.84451901912689,1.95896697044373,-0.46631520986557,1.69377899169922,-0.0113784996792674
Diane J. Weiler,145-55-2561,USA,1960,3.55191397666931,0.00663689989596605,43,9.3586540222168,0.0240166001021862,1.13041996955872,0.122589603066444,4.1757321357727,2.90302610397339,0.023649800568819,2.43089199066162,2.20739507675171,-0.119909599423409,1.5686160326004,-0.00255590002052486
Mary M. Collier,160-60-7328,VEN,1962,3.73766994476318,0.00227930000983179,38,8.97822761535644,-0.00502440007403493,0.309511601924896,-1.17276000976562,22.8712902069092,3.8513720035553,0.00319169997237623,1.86907005310059,1.11972105503082,-0.141948506236076,1.481605052948,-0.000789200013969094
,,ZMB,1976,3.93182611465454,0.0121309002861381,22,6.97811985015869,-0.00534459995105863,0.0632935017347336,-2.7599720954895,47.8529815673828,4.28897190093994,-0.00978649966418743,1.62862598896027,1.36046397686005,-0.640682995319366,1.30833303928375,-0.0134878000244498
